tweet,category
سيكون غدًا رائعًا إذا تأكلت من قبل ديناصور أنا ألوم صوفي,0
أنا وأكره نفسي كثيرًا ، لدي أصدقاء صغار جدًا لم يسبق له مثيل لم يسبق له مثيل ، ولم يتم تخويف صديقته كثيرًا ورفضت كثيرًا ، الرجاء مساعدتي أريد أن أقتل نفسي ، وسيجعل كل هذا لا يستحق أن أكون على هذه الأرض منذ ذلك الحين منذ ذلك الحينأكتب ملاحظات على الورق عن مدى عدم قيمة وغبي ، أريد أن أصبح شخصًا في مجال تكنولوجيا المعلومات ، لكنني غبي جدًا بحيث لا يمكنني الوصول إلى هناك على أي حال والوظائف في الوقت الحاضر بحاجة إلى أشخاص اجتماعيين ولست أحدهم لم يكن لدي صديقة من قبلوأريد أن أحصل على واحدة لأن كونك عذراء أمر سيء ولا يمكنني أبدًا التعايش مع هذا الشعور إذا لم يكن لدي أي أصدقاء أو صديقة عندما أكون بالغًا ، أخطط للانتحار ، هل يمكنك مساعدتي في القراءة,1
أنت تعرف ما أكره البقاء في الفصل أثناء فترات الراحة وسماع المراهقين الهرمونيين  محادثات شخص ما يقتلني من فضلك,1
في كل يوم أستيقظ وأشعر بثقل الألم الذي ينهش قلبي ويمنعني من العيش,1
الوحدة تقتلني وكل يوم أفكر في الانتحار.,1
أنا حقًا أكره نفسي هذا كثيرًا للانتظار في خط الحمار الطويل هذا لعنة,1
توفي    ,1
مات ستيفنسلوب ، شكرًا يا مات ، أنا سعيد لأنك أعجبت به ، لا توجد عربات موسيقى خوارزمية مخطط لها حتى الآن,0
أريد الرحيل عن هذا العالم وأتمنى أن أجد الراحة أخيرًا,1
مرحبًا انضم للتو وأعتقد أنه لا يزال لا يزال من الممكن أن يزعجني السرير على أي حال وداعًا,0
ليس من المحزن أنه بعد رؤية شبكة إطفاء أمام مبنى كان تفكيري الأول هو البحث في حالة وجود شخص ما,1
  نعم لا ، لا أريد أن أكون هنا بعد الآن ، فهذا يؤلمني كثيرًا وأنا أعاني كثيرًا,1
 أعني أن حياتي بائسة لذلك أعتقد أن الضوء في نهاية النفق,1
   يسرني أن أعلن أنني سأصدر قدرًا محدودًا من السبب في ذلك,0
إريكابيلي الذي كنا نبحث عنه,0
ما عليك سوى الاستيقاظ ولا يمكن أن يقرر ما هو مشروب لتناول الإفطار ، بعض الناس أصبحوا مدمنين على تويتر ، إنه أمر مضحك,0
لم يكن  سببًا لكي تحصل على حظر  وليس  يحظرون الأشخاص الذين لا يفعلون شيئًا سوى محاولة ,1
يريد شيء ما لتناول الطعام ولكن لا يمكن أن يقرر ما الذي يجب أن يكون هناك حوض قصير في المنزل وبعيدًا ومرحبًا,0
  لقد وجدت للتو ملاحظة انتحارية أنا بخير كتبت في أبريل يبدو أن تواريخاتي كانت خاطئة هذا العام معلقين  يحتفظون به,1
كلمة   تفشل في حطام السفينة في الرمال من الواضح أنها في وقت مبكر جدًا,0
أشعر بألم عميق لا ينتهي يزداد سوءًا كلما حاولت أن أبدو قويًا أمام الناس,1
كانت هذه علاقة قد ترغب في متابعتها إذا لم يشارك في شيء غير قانوني,0
 لول هو يصنع بعض النقاط الجيدة التي أحبها للعملاء الذين اشتروا التماسيح أيضًا اشترى فرحانًا,0
  أحب هذه الصورة تمامًا هل تغنيها باللغة الفنلندية,0
 مرحبًا بك في  ، أحب اسمك لأنه ممتع ولكن يمكن أن تحصل على الإدمان الفائق,0
أشعر بأن قلبي محطم إلى الأبد وهذا يؤلمني بشدة,1
خلال الأسبوع الماضي ، سأفكر في أنه لا شيء أريد أن أختفي لماذا أشعر بالاحتقار في  ,1
بعد أن أحصل على  في      أو  ,0
اريد ان اكون طبيبا,0
أشعر بأنني غارق في بحر من الأحزان ولا توجد مفر أمامي,1
ملف تعريف الارتباط رائع لا يمكن الانتظار لرؤيته,0
أعيش في دوامة من الألم لا تنتهي وأتمنى لو أنني لم أكن هنا منذ البداية لألا أعيش هذا العذاب,1
وكان خادم سنت من المائة الذي كان عزيزًا له مريضًا ومستعدًا للموت لوقا يسوع الله الكتاب المقدس,1
تثبيت  على  الآن يمكنك التحدث معي عندما أكون متصلاً بالإنترنت,0
لم أعد أطيق الألم النفسي وأبحث عن مكان أجد فيه السلام,1
   ، إنه ديوالي أسود لنا جميعًا فشلنا في التخلي أثناء التواصل مع مكتبك مع ,1
أنا فقط سأمضي قدماً وأقتل نفسي بالفعل في يوم سخيف,1
أتمنى لو كان لا يزال لدي راديو دش عائلة سمبسون,0
  تحتفل بيدي على  الذكرى السنوية,0
 ما كان قناة ووقت السياسيين البروغ مع عدم وجود تدريب رسمي يستحم في البسيط   ,0
لا توجد امتيازات لكوني قبيحًا ، فأنا أستحق جائزة أو شيء ما على الأقل إذا كنت سأموت وحدي,1
الله هل يمكنك أن تعب من فضلك قتلي أريد أن أموت,1
  منذ أن تحدثوا أبت له يا آه ، تذكر عندما قال ياندرديف أن المعاقين فكريًا يستحقون أن يموتوا بلعبوا رابيل,1
    ليس لدي الكثير من الوقت وليس نقطة جيدة,0
التفكير في حساب مصرفي  هذه فكرة جيدة لتوفيرها,0
تعتقد أنها عثرت على مجموعة جيدة لمساعدتها على إعادة التركيز,0
كل صخب الحياة يجعل روحي أكثر جفافًا وأرغب فقط أن أجد الصمت والسكون بعيدًا عن كل الألم,1
 أنا أحب مدونتك أيضًا,0
اللعنة أنا أكره نفسي ,1
 يو أنا أعيش في جاكسونفيل دعنا نتناول الغداء,0
    صعبة لم أفكر أبدًا في أنني آتي إلى وسائل التواصل الاجتماعي للتنفس حول مشاعري ولكن الرجل تمتص حياتي لا أريد ,1
كان نومي مضطربًا ، أتطلع إلى إنهاء مهنة اليوم,0
  إذا كان الناس لا يريدونك ميتا ، فهل يمكنك حتى أن تكون على قيد الحياة حقًا,1
أنا لا أكره اللاعب الذي أكره أن تكون لعبة جيس غلين على الأرجح شخصًا رائعًا ، لكنني سأقتل نفسي أو شخص ما ,1
 بعد الظهر لك أيضًا,0
أنا محطم من الداخل وأشعر بأن لا أحد يمكنه مساعدتي,1
إذا كنت قد سئمت من العيش من أجل  و  ، فأنت بحاجة إلى القيام البعض على الفور مثل عندما يكون لديك   ,1
أرى نفسي وحيدًا وسط حشد من الناس ولكن لا أحد يراني,1
      تخبرني دائمًا بهذا الجلوس والاستمتاع باللحظة بدلاً من محاولة التقاط صور لها,0
لقد تساقطت الثلوج بشكل جيد ، فلا يكفي لبناء فاترة ولكنها تساقطت الثلوج طالما أن البرودة قد تستمتع بالثلوج أيضًا يومك,0
    كان له تأثير أكثر على حياتي المهنية وكل ما نقوم به في   من    يترك ,0
صباح الخير صباح الخير يا مويورنغ,0
 يسيطر على     ,0
ربما جامي سائق في حالة سكر قادم إلى حركة المرور القادمة,1
تعبت من مجرد وجود يريد الوصول إلى العيش,1
حسنًا ، هذا ل  لـ  ولرافنكلو للأسف ، سأضطر إلى قطع هذه العزف ,1
مع    سيكون مشمسًا و       ,0
  هذا هو حقا مقالة مروعة معظمنا لا يملك الاضطراب العميق الوراثي في الصحة العقلية ,1
 لدينا الموقع الذي تم تحديثه على مدونة  التي تبحث دائمًا عن   ,0
أشعر بحاجتي إلى الرحيل لأني لا أجد أي مكان آمن في حياتي,1
 تحذير يمكن أن يكون الإدمان,0
قال إن لديه وظيفة ولكن لديه وقت لهذا القرف لا يمكن أن تنتظر لرؤيته في المرة القادمة التي أذهب فيها إلى جهاز ,1
في الواقع ، فإن وسائل التواصل الاجتماعي لا تهتم بالصحة العقلية مان أو لا تريد أن تتحدث عنها حتى يتولى أن يكون حقيقيًا,1
  اعتقدت أن هذا كان منشورًا حول شراء نبيذ جيد رخيص,0
    من المؤكد أن تنجز هذه الواجبات المنزلية أثناء الاحتفال بهذا  ,0
في  في  بدون سبب كان هناك يوم عظيم أمس آمال اليوم هو بنفس القدر من الأهمية,0
قلبي محطم وروحي متعبة من الصراع مع نفسي والمعاناة,1
 صديق عرفته على الإنترنت من الليلة الماضية أضافني أخيرًا على رسوله,0
أريد أن أتوقف عن السقوط في دوامة الألم تلك، لكني لا أجد من يدعمني للخروج منها,1
أريد الراحة التي لا أجدها في هذه الدنيا المليئة بالخيبات والانكسارات,1
من المثير للاهتمام أن نلاحظ كيف أن  مثل العلامة التجارية ، كل ما عليك هو تغريدة كلما اتبعنا المزيد من الناس على متابعة   ,0
  مهلا جير منذ أن بدأت تويتر,0
  تنفق البنتاغون الملايين لمنع حالات الانتحار ولكن معدل الانتحار ارتفع بدلاً من ذلك ,1
لا أعرف لماذا ما زلت أحاول أن أجرب حياتي في المنزل كانت دائمًا سامة بشكل لا يصدق وكان والداي دائمًا مساهمين رئيسيين في الاكتئاب والقلق ، أشعر أنني شخص لا قيمة له أنني لا أملك وظيفة ولا أفعل أي شيء ولدي أي شيءلا يوجد حافز حتى لمغادرة المنزل ناهيك عن سريري طوال حياتي ، كما استمر هذا القرف مثل هذا ، وأحيانًا أنظر إلى كل حبوب منع الحمل التي يجب أن أتناولها ونفكر في مجرد دفع حفنة في فمي وإنهاءها إلا أكثر ولكن معظم الحبوبفي الوقت الذي أكذب فيه على سريري وأتمنى أن أموت دون الحاجة إلى قتل نفسي لأنني جبان ، لقد سئمت من سماع أن الأمور ستحسن,1
سأذهب إلى المدرسة تعود حولها,0
شكرا على الصورة ,0
 ولكن   يريد أن يكون ميتًا ، لقد قتل الخوخ و   عادت إلى ذلك,1
لم يكن متعبًا,0
 هذا هو ما أنا عليه ولكن فتاة الوادي يجب أن أشاهد   مثل   ,0
 قتلني حرفيًا فقط,1
 هل رأيت هذا الرابط لي يعتقد أنك قد ترغب في ذلك ,0
أعتقد أنها الليلة لأنني لا أهتم ولم يتبق لدي شيء لا يهمني ، لقد كان لدي شيء رائع للغاية ووعدهم وتجاهلها عبر العظم في شظايا ثم غاضب على الشظايا التي لا أريد السعادة لا أريد أحلامًا لا أهتم بذلكإذا قمت بنشر ملاحظة ، فسيحاول الجميع أن يوقفوا عني ، فأنا أعلم أنهم يهتمون عندما أكون على وشك أن أموت أو ميتًا ، فأنا لم أعد خائفًا والأذى كثيرًا ، يجب أن أذهب لم يكن لدي شيء لم يتبق منه الكثيرمن الحب أن أعطي ولكن ذهب معي أنا فقط أردت أن يسمعني شخص ما قبل النهاية,1
يبدو أنه بدلاً من أن أعيش في الماضي ، أنا أصلي ، فأنا أعيش في الماضي ، لقد استسلمت الآن كل يوم ، كل يوم أفكر في الاختفاء من العالم أكثر وأكثر كما لو كان خيارًا فعليًا,1
التنفس    الاستمتاع باليوم والحفلة نهب,0
 لم تحصل على النكاف ، لذا لحسن الحظ ، تم إنقاذ حياتي,0
لقد حان الوقت أخيرًا ، فأنا على استعداد أخيرًا لإنهاء كل شيء بعد سنوات من الحياة المريضة ، فأنا مستعد لإنهاء كل ما كان ينبغي علي فعله في وقت مبكر ، لكن حياتي كانت كل شيء عن التعامل مع الاكتئاب وكفكر عازب ضمنيمن اللجوء إلى العمل الجنسي قبل الموت ، ليس لدي أي دافع لأني أموت في المدينة حيث ولدت ، يبلغ طول الجسر مترًا ، لذا يجب أن يكون كافيًا لقتلي إذا وقعت في عالم وداعًا خرسانيًا لا معنى له,1
  غير قادر على فعل هذا أنا حطام سخيف لم أتطرق إلى شيء في العمل لقد بكيت هنا منذ أنا ولكن لا أريد أن أغادر لأنني يجب أن أقول وداعًا لشخص ما لا يجب أن أتساءل ما يجب أن أفعله مع نفسي بعد الآن,1
      بصراحة الألم الذي لا أريد أن أكون هنا بعد الآن,1
من الصعب على الإطلاق أن أظن أني لا أعتقد أنني أتيحت إلى وسائل التواصل الاجتماعي للتنفس حول مشاعري ، لكن الرجل تمتص حياتي ، لا أريد الاهتمام ولكني أعلم أن هذه التغريدة تجعلها تبدو وكأنني فعلت ذلك في بث على يوتيوب ولعب الألعاب معًا فقط لا أريد أن أرغب في ذلككن هنا بعد الآن,1
كان ووكيم والإجماع,0
لورين بولوك مانشستر إنجلترا جايمر فيرس لا أريد أن أكون هنا بعد الآن,1
أشعر بأنني غارق في بحر من الأحزان ولا توجد مفر أمامي,1
أريد أن أنهي كل هذا الألم قبل أن ينهيني بالكامل,1
أنا أكره اسمي  لعنة أتمنى أن أسمي نفسي  هناك شخص واحد على الأقل في كل  ,1
حان الوقت للطيران       في الوقت المناسب لليلة التاريخ,0
     لا أريد أن أكون هنا بعد الآن,1
 أنت تجعل الحليب يبدو جيدًا حقًا في صورك,0
جوووووود,0
   تفعل أفضل ,0
اشترى تماما مدرسة ثانوية ميوزيجية اليوم وكان من المفترض أن يتم إصدارها غدا أيضا اشترت أيضا شاحن بعيد ,0
 نعم لقد رأيت رده مبروك عزيزي يجب أن تكون سعيدًا جدًا,0
كل ما أريد  هو العودة إلى المنزل والاستحمام اللعين والموت,1
تجربة  لمشاركات  أحب تدمير  ولكن من الأسهل قراءة ,0
لم تكن تريده أن يخرج مع نساء أخريات,0
كل فكرة تراودني تؤلمني أكثر تجعلني أفكر في الرحيل,1
سأقتل نفسي الليلة ، أنا طالب خريج مثليه في مدرسة كبيرة محافظة في أمريكا في أمريكا حتى الآن أصبحت القرف ، فأنا فتيات وحيدات فقط أرغب في استخدامي لممارسة الجنس ، ولا أشعر أنني أحب الأصدقاءابحث عن مختبر أطروحة ، اخترعت شيئًا لأستاذ في المرحلة الجامعية الأولى ، لكنها الآن تسرقه ولا تعطيني أي رصيد أريد أن أتأكد,1
لا أستطيع أن أتحمل الوحدة التي تقتل روحي.,1
 الطقس أنا في باريس لنذهب ليكون يومًا جميلًا,0
لقد سئمت من كل شيء من فضلك ، لذلك أريد أن أموت,1
 كنت متأكدًا تمامًا من أنك كنت تقوم بفحص تغريدات جديدة على جهاز  الخاص بك أثناء الاجتماع,0
نسيت أن لديها أمبير على  يسرها معرفة المزيد من الناس,0
بعد أن تم تجميد التأثيرات ولم أكرر أنني لم أنقذ تحريرتي ، أريد أن أموت بالفعل ، فقد استغرق الأمر ,1
 حسنا صباح الخير أعتقد أن لول لا شيء مثل لعب الكراسي الموسيقية مع المكان الذي تنام فيه,0
مرحبا العالم تيس أول تغريدة لي,0
عبد العمل ، أشعر حقًا أن غرضي الوحيد في الحياة هو جعل الرجل الأعلى من المال يضعني الآباء في الكلية ولدي الكثير على صفيتي ، فأنا مدين بالكثير من المال وأنا أعلم أن هذا هو الطريق السهل للخروج ولكني متعب حقًاكل هذه القضايا على رأس التعامل مع التوترات في أمريكا ، كما أريد الراحة,1
   على  تهانينا,0
  ليس أفضل عميل  بالنسبة لي ، إنه البساطة والألين التي تجعلني أحب ذلك,0
الابتعاد عن الإنترنت ستنتهي من شعري,0
كان على  متابعة بعد قراءة هذه التغريدة حول  هي أن كل اقتباس ثانية,0
ميكيواي يعجبه,0
شلل شلل الأطفال مثير للاهتمام مشاركة رقمية زقزقة جيدة لمعرفة أنهم يشاركون مع الناس في وجه الفحم,0
الأيام تمضي وأنا أشعر بالوحدة واليأس يصارعني كل لحظة,1
 أحب في كل مرة تنشر فيها تحديثًا ، فإن صورة ملفك الشخصي هي موقع رائع دعني أخبرك,0
الوحدة والثقل في داخلي يزدادان كل لحظة وأفكر بإنهاء كل شيء,1
أشعر بأنني في دوامة لا نهاية لها من الحزن.,1
مريض   أنا أكره نفسي وأريد أن أموت,1
منذ أن تحدثوا أبت عليه يا آه ، تذكر عندما قال ياندرديف أن المعاقين فكريًا يستحق أن يموت ,1
في بعض الأحيان لن تعرف أبدًا مدى سوء مارس الجنس حتى يوم واحد تستيقظ بدون شيء,1
كل شيء بداخلي ينكسر ببطء وأنا لا أستطيع التوقف عن الألم,1
سأقتل نفسي الآن أنا آسف لأنك تشعر باليأس الشديد,1
أعمل مع الكثير من الروس في مكتب  ويبدوون بائسين تمامًا كلما أراهم ,1
 هاها لي أيضًا ، إنه يذكرني وأبي من العرض القديم للونكيز نفسه هنا غير قادر على الانتظار لول ما,0
قوانين تسمية    بعد الأطفال الميتة هي حيلة ساخرة إذا كنت لا تدعم هذا القانون ، يجب أن ترغب في المزيد من الأطفال للموت فقط ,1
عبد التعب الآن,0
بحاجة إلى أن تخرج بالفعل من أن يتم إخبارها بما يجب عليك فعله ، والأهم من ذلك كله أنه لا يوجد لديه  سخيف,1
 أنا جيد حقًا ولكن جيد,0
    أنا ألعب الهوكي لقد حصلت على عقوبات مثل تلك المسرحية الميتة أو لا يمكنك الذهاب إلى ,1
اللعنة عليه لا أستطيع النوم بالتسوق اليوم,0
 هذا كبير,0
هناك جزء مني يريد الرحيل إلى الأبد.,1
كل يوم يمر يجعل الألم في قلبي أكثر صعوبة على تحمله,1
لا أرى المستقبل أمامي ولا أرى أي أمل يمكنني التمسك به,1
كنت أشرب وأبكي ليلتي بعيدًا كالمعتاد لمعرفة أن زوجي السابق يمارس الجنس مع فتاة في سريره ، لذا حاولت قتل ,1
   تهانينا لكيرستن سينما على سباق جيد وفاز بأنه كان شرفًا رائعًا يمثل أريزونا في ,0
مرحبًا ، مرحبًا ، لقد انضممت للتو على  يبدو وكأنه شيء لطيف,0
أشعر بأنني وحيد جدًا وأفكر بالرحيل عن هذا العالم للأبد,1
أعتقد أن  يفعلون الشيء الصحيح يستحق أمبير كل دولار سيحصل عليه ستيلرز سخيف لعدم دفعه له ,1
 حسنًا ، يجب أن أقول أن تعليقاتك قد جعلتني أفكر في أن شعره يبدو مثيرًا إلى حد ما ، لذا أشك في أن لديها فرصة كبيرة للمقاومة,0
أنا قلق من أنني قد أخسرها غدًا ، لا أستطيع حقًا أن أخبر أي شخص خوفًا من القلق عليهم ، وسأكون لمدة عام واحد وأحد عشر شهرًا نظيفة وغدًا ، سأذهب إلى برنامج صيانة الميثادون الخاص بي في غضون أسبوعين ، سأمشي من المنزلحزم المحكمة كل ما عندي وتنظيف شقتي وتقول وداعا ، لقد آمل حقًا أن لا يتعلق الأمريكفي أن أبدأ من جديد في صدري يبدو وكأنه سوف ينفجر مع القلق ، أشعر أنني سوف أتفكك البكاء أمام القاضي غدًا يوسل من الناحية العملية لحياتي,1
كشك الصور هو الأسود والأبيض والطويقي القديم نحن نسميه هربرت لول أنا أحبه مثل أسطورة حية يجب أن أحب برلين ,0
مرحبا متابعين جدد,0
 تريد أن تموت كثيرًا لا أريد أن أكون هنا بعد الآن,1
أسأل الله لماذا ما زلت أفقد الناس في حياتي ولكني أرى لماذا لا يمكنك المضي قدمًا في الحياة كل يوم,0
 وظيفية لائق في العمل اليوم,0
كل صراع في داخلي يجعلني أتمنى لو كان بإمكاني أن أرتاح دون ألم أو خوف,1
  هو الصحيح شكرا لك,0
 أوه نعم كنت أقرأ ذلك,0
 لقد تعبت بالفعل من هذا الأمر مثل العيش في منزل حيث كان الطفل الخادع المضطرب دائمًا ,1
 نعم تذكرت القراءة عن ذلك أعتقد أن شخصًا آخر ذكر أن  لا يزال مساحة في السوق,0
رؤية  يوم الخميس       ، مثل الصور   ,0
 الفتاة التي كنت سخيفًا مع تلك التي جعلتني لا أقتل نفسي في الليلة التي انتهيت فيها من أن أكون مؤسسة,1
     هل تغلبت على  بعد,0
خرجت للتو من الحمام لا شيء يقول يستيقظ مثل غسول الجسم في شعرك,0
أشعر بالعجز وأتعذب في صمت لا يسمعه أحد.,1
الآن حان الوقت لـ     لقضاء ليلة طويلة قادمة هذا هو كيف تعرف أنك تحبها,0
الهدف أنا أحبك وأرسله في الوقت الحالي وتوازن البنوك الخاص بي يعجبه بأسلوب رائع للغاية جعل التسوق على غرار بأسعار معقولة,0
تعبت من الاستيقاظ من الرغبة في الموت تعبت من كل شيء,1
في المنزل من صالة الألعاب الرياضية وسوف تجلس على مؤخرتها طوال اليوم,0
يتوهم هو شكرا,0
مرة واحدة لعنة أنا لا أشاهد   و   تهاجم شعبة النساء  و  ,1
ويلكونلي شكرا للمساعدة في مشاركة حب ما بعد,0
هي متعبة,0
أعلم أنه لا يمكنني الحصول على كل الأشياء التي أريدها في الحياة ، لكن متى تشعر وكأنها على الأقل إصلاح فمي لأقول ,1
 فخور بأنه قطرة صغيرة في هذا  تهانينا  أنت ,0
 أنت أيضا,0
 لم أكن أريد أن آكل الآخرين ، يجعلني يبدو الأمر سيئًا للغاية ، لقد شهدت فقط من أجل الطعام,0
  حسنًا ، لدي المزيد ولكن لا يتعين علي فعل أي شيء سوى تقديم الباقي بعيدًا أو حذفها,0
الخفافيش أفهم نفسي وأعتقد أن الآخرين يعتقدون أنني أكره نفسي أيضًا أنا فقط,1
يبدو أن التحقق من الصندوق الظاهري أمر لطيف للغاية,0
الظروف تحاصرني من كل جانب، والآمال تتلاشى، ولا أجد طريقًا للنور وسط هذه العتمة الحالكة,1
الأيام تمضي وأنا أشعر بالوحدة واليأس يصارعني كل لحظة,1
قلبي يئن تحت ضغط الحزن والهم إذ بات لا يطيق المزيد من الألم والمعاناة,1
  تهانينا لـ     لقبى    ,0
جراهام هذا رائع يا رجل أنا لست من المعجبين ولكن  بدون فقد سوف أتحقق من ذلك,0
أحاول أن أبتسم ولكن داخل قلبي ثورة من الحزن والدموع والخيبات التي لا تنتهي,1
كل شيء يدور في رأسي ولا أستطيع التوقف عن التفكير في الموت,1
  ، لقد سئمت من العيش في بلد أصبح حول أخذ الجانبين العاهرة ، هل يمكننا جميعًا أن نحب ونحترم بعضنا البعض ,1
يقول الجميع كولين إنني أفضل حالًا ولكني لا أريد أن أكون لا أعتقد أنه لا يهم ما أعتقد بعد الآن لذلك نحن هنا,1
  الرسمي يفوز في أسابيع تهانينا   ,0
لقد حصلت على صندوق بلدي سألتقطه غدًا بريسيلا جيلمور جيرلز,0
كاثرين ماركى هذا جميل,0
   لك,0
يركل مع بيرة ومشاهدة كل الأشياء نقرات كتكوت مبتذلة يجب أن نفعل ذلك بين الحين والآخر,0
 الذي هو رائع جدا للمؤشرات للمشاركة,0
أنا جالس في برجر كينج مع بلدي  على الطاولة أمامي,0
عالقة في كل مرة أحاول فيها أن أقتل نفسي لا أستطيع المضي قدمًا فيها ، لكنني لا أستطيع الاستمرار في العيش بهذه الطريقة لماذا لا أتمكن من السماح لنفسي بالموت,1
لم يعد لدي أي أمل في الغد، كل ما أريده هو أن أنام وألا أصحو مرة أخرى، لكن الخوف يمنعني من اتخاذ قرار لإنهاء المعاناة,1
أشعر بأن الدنيا قد أصبحت ضدي تمامًا لا أجد أي سبب للاستمرار في هذه الحياة البائسة التي لا تحمل لي سوى الألم والحزن المتواصل,1
دليل مارثوارت,0
 هذا صحيح يا له من لعبة,0
مرحبًا يا  مرحبًا بكم في    إلى ,0
أفكاري السوداء تسيطر عليّ وأرغب فقط في الصمت الأبدي,1
  يأمل ذلك بالمناسبة إذا كنت تريد أن نتمكن من تناول العشاء يوم الخميس,0
العمل مثل الجنون,0
  أريد بعضًا أيضًا,0
لقد حاولت الانتحار تقريبًا مرة أخرى عندما ابتسم لي أحدهم وهدد بإلقاءني في السجن بسبب شيء لم أفعله كان يعرف المكان الذي عملت فيه وأسماء والديّ,1
من المهم بالنسبة للشخص المضي قدمًا في الحياة ، فهي تبقيك على أصابع قدميك وتساعدك على إدراك,0
  أنا أتوقف عن ذلك ، وأستمر في الطحن ولكن ما زلت أمتص سخيفًا ، لا توجد حياة شيئًا ما ، ما زلت أمتص سخيفًا ، لن أذهب إلى  أبدًا,1
   تعيش أفضل حياتك,0
أنا متعب جدًا من القتال من أجل البقاء وأرغب في الاستسلام,1
أحاول أن أقاوم الألم ولكن الظلام يلتف حولي أكثر فأكثر,1
من السهل على محمل الجد تضمين تقويم  في موقع ما,0
  ولكني ما زلت أتخيل أن والدي هو بعض النجم الأمريكي من مجرد بوم يبقيني سعيدًا,0
 كنت تنفخ على هذا التنين مرة أخرى ,0
أنا فقط لا أستطيع الانتظار حتى كل شباك شعب تناقص أبيض قديم يموت خارجًا ، لقد سئمت من     و    ,1
  أنت مستيقظ مبكرًا أو في وقت متأخر من هاها,0
 هاها أنا لول,0
على أي حال ، إذا كنت لا تستطيع قبول ذلك ، فقد انتقلت منك المريض ، فابحث عن نفسك ، فقط استمر في تجنب حميرتك آسف,1
  ، حسنًا ، امسك كيف لا يمكن أن تكون هذه الأرقام صحيحة بعد الآن إذا كان الفيديو عمره أسبوعين من الجدول الزمني والتسجيل لا يتغير كثيرًا في غضون أسبوعين ، وإذا لم تهتم يال بالقيمة ، فلماذا فزت هنا في قسمكماذا تريد ايضا,1
جوناثانرينايت,0
إذا كنت ترغب في الفوز أولاً ، فأنت بحاجة إلى فهم اللعبة التي تلعبها,0
  تهانينا على فوزه في بطولة  دانييل برايان والكعب ، لكنك ستحتاج إلى أكثر من حظ من أجله,0
 يحاول إلى حد كبير متابعة تلك الأكثر إثارة للاهتمام في الوقت الحالي,0
 قد لم نتمكن من الانتظار لفترة أطول من أن ينتظر شخص ما أن يسأل لول,0
 إنه لأني أرغب في الانتحار لا أريد أن أكون هنا بعد الآن,1
صراعي الداخلي أصبح أكثر من طاقتي، وأحلم بنهاية كل المعاناة التي أعيشها دون توقف,1
جوناثان نايت ، شكرًا لك على إلهام الناس للتحقق من سبب كبير أنهم ربما لم يعرفوا ذلك هناك كان هناك,0
سيكون لدي بطاقة مخطط ستان ليس لأنني أريدها ولكن لأنها الطريقة الوحيدة بالنسبة لي للوصول إلى الأموال التي ربحتها,0
أنا وحدي في معركة لا تنتهي مع نفسي وأفكاري المظلمة,1
كل الأحلام التي بنيتها تهاوت وأصبحت مجرد ذكريات مؤلمة، والآن أفكر جدياً في الرحيل عن هذا العالم إلى الأبد,1
الذهاب إلى الرعاية النهارية ، يجب أن ترى هانا ، يجب أن يكون هذا يومًا جيدًا وآمل ذلك على أي حال,0
لا أحد أنا لست سخيفًا ، حسنًا ، توقف عن السؤال عما إذا كنت أتوقف عن سؤالني ما هو الخطأ إذا كنت أعرف ثم معرف سخيف  ,1
اليوم كدت أن أقتل نفسي لأنني كدت أن أصطدم بشاحنة الحمد لله,0
تذكير تاريخ إصدار  المحدد لـ  ,0
شاهدت للتو مسابقة كريس مويلز من الليلة الماضية آلان كار مضحك للغاية هو الأفضل,0
لقد فقدت الكثير من الاهتمام في ناسكار ولا أعتقد أنني سأغرد من هنا كثيرًا بعد الآن إذا كنت لا تزال ترغب في أن تكون أصدقاء أو شيء يمكنك متابعة صفحة  الأقل شعبية ، يمكننا أن نكون أصدقاء هناك,1
 لم يعب من كل شيء,0
أنا أكره نفسي كثيرًا أريد أن أقتل نفسي كيف حالك,1
كل ما أريده هو أن أنهي كل هذا وأجد الراحة الحقيقية التي لا تأتي أبداً في حياتي,1
كانت هههه رحلة من كونشوردز فرحانًا دمويًا جدًا الليلة الماضية شور,0
أنا في رحلة مظلمة لم أجد فيها أي بصيص نور يهديني,1
                         ,1
يستعد لاتخاذ  إلى الطبيب البيطري ، ثم لا يفعل شيئًا سوى الاسترخاء في اليومين المقبلين,0
 لقد قلصته للتو صورًا مريضة قريبًا,0
مطالبة الجميع بإرسال ردود فعل مشتركة سعيدة إلى ,0
  أعتقد,1
 الذي هو  أحب روح  كثيرا,0
الموقف العقلي الإيجابي اليوم لا يمكن أن يكون سيئًا مثل الأمس,0
الحصول على نفث السكر لتناول الإفطار أمبير الاستماع إلى  يا له من طريقة رائعة لبدء يومي,0
الظروف تحاصرني من كل جانب والآمال تتلاشى ولا أجد طريقًا للنور وسط هذه العتمة الحالكة,1
الليلة في المرة الأخيرة الرياضية ، سيحصل  على  ,0
بدأت  تمامًا في تفجير  في   أمي ستقتلني ولكن من يهتم,0
متى سوف يدمج   كمكون قياسي مثل  هل سأقدر ذلك حقًا,0
هل حقق أي شخص قصص نجاح رائعة على  إذا كان الأمر كذلك ، فأنا أحب أن أسمع قصتك  ,0
أنت تجعلني أبكي كل ليلة ولا تعرفها حتى,1
  اعتدنا أن يكون لدينا واحد ولكن الحفاظ على حيوان بري حي في قفص محاط بصراخ ,1
